state_ut,district_name,intervention,rank,ev_score,expected_access_gain,est_cost_tier,confidence,p_addresses_need,p_wrong,benefit,trigger_signals,rationale,not_recommended_flag,not_recommended_reason
NCT of Delhi,Shahdara,Community health worker outreach,5,-0.0281,10.0,Medium,Medium,0.382,0.12,0.445,needs_human_review_rate=36% | contact_evidence_rate=100% | source_url_rate=100% | fragility: district uncertainty: lower,Records are weak and supply is uncertain (high review burden / thin contact evidence). Community health workers can both deliver outreach and ground-truth what actually exists.,False,
NCT of Delhi,Shahdara,OB referral network + prenatal telehealth & transport,6,-0.079,12.1,Medium-High,Medium,0.421,0.12,0.488,institutional_birth_5y_pct=96% | anaemia_w15_49_pct=49% | maternity_signal_rate=64% | fragility: district uncertainty: lower,"Maternal-care gap: institutional births are low and anaemia burden high, while observed maternity supply signal is thin. The telehealth leg is a PROXY for prenatal monitoring (broadband not in dataset) — pair with transport.",False,
NCT of Delhi,Shahdara,Telehealth-first program,7,0.156,17.9,Low,Medium,0.362,0.12,0.843,trustworthy_supply_rate=27% | broadband_coverage=NOT IN DATASET (cannot confirm telehealth viability) | elderly_share=NOT IN DATASET (only population_below_age_15_years_pct exists) | fragility: district uncertainty: lower,"Telehealth-first is a LOW-confidence default: the dataset has no broadband or elderly-share columns, so the doc's penalty for low-broadband/elderly areas cannot be evaluated. Prefer mobile care or CHW outreach unless connectivity is separately confirmed.",False,
Haryana,Kurukshetra,PM-JAY / insurance enrollment support,1,0.6215,41.9,Low,Medium,0.844,0.25,0.908,hh_health_insurance_pct=19% | planning_category=referral_or_capacity_candidate | fragility: district uncertainty: medium,"Affordability gap: household insurance coverage is low. Where trustworthy capacity already exists, PM-JAY enrollment unlocks care without building new supply.",False,
Haryana,Kurukshetra,Verify-first data / records campaign,2,0.1726,14.2,Low,Medium,0.485,0.25,0.535,planning_category=referral_or_capacity_candidate | needs_human_review_rate=67% | critical_supply_gap_rate=67% | fragility: district uncertainty: medium,Apparent gap may be a data artifact: facilities likely exist but records are broken or unverified. Run a verify-first campaign before committing capital.,False,
Haryana,Kurukshetra,Community health worker outreach,3,0.0344,13.8,Medium,Medium,0.45,0.25,0.56,needs_human_review_rate=67% | contact_evidence_rate=100% | source_url_rate=100% | fragility: district uncertainty: medium,Records are weak and supply is uncertain (high review burden / thin contact evidence). Community health workers can both deliver outreach and ground-truth what actually exists.,False,
Haryana,Kurukshetra,Pharmacy-based chronic care screening,4,0.0141,10.5,Low-Medium,Medium,0.406,0.25,0.471,high_bp_pct=32% | high_blood_sugar_pct=12% | ncd_signal_rate=50% | diagnostic_signal_rate=83% | fragility: district uncertainty: medium,Chronic-disease burden (BP / blood sugar) is elevated and the NCD/diagnostic service signal is weak — pharmacy-based screening can find undiagnosed cases close to home.,False,
Haryana,Kurukshetra,Mobile primary care clinic,5,-0.0886,18.1,High,Medium,0.523,0.25,0.633,planning_category=referral_or_capacity_candidate | trustworthy_supply_rate=83% | capacity_observed_rate=17% | observed_capacity_median=33 | fragility: district uncertainty: medium,"Genuine unmet need with little trustworthy, observed supply — physical capacity, not just data, appears to be missing.",False,
Haryana,Kurukshetra,OB referral network + prenatal telehealth & transport,6,-0.1455,9.5,Medium-High,Medium,0.39,0.25,0.447,institutional_birth_5y_pct=98% | anaemia_w15_49_pct=57% | maternity_signal_rate=100% | fragility: district uncertainty: medium,"Maternal-care gap: institutional births are low and anaemia burden high, while observed maternity supply signal is thin. The telehealth leg is a PROXY for prenatal monitoring (broadband not in dataset) — pair with transport.",False,
Haryana,Kurukshetra,Telehealth-first program,7,-0.0831,5.3,Low,Low,0.222,0.25,0.437,trustworthy_supply_rate=83% | broadband_coverage=NOT IN DATASET (cannot confirm telehealth viability) | elderly_share=NOT IN DATASET (only population_below_age_15_years_pct exists) | fragility: district uncertainty: medium,"Telehealth-first is a LOW-confidence default: the dataset has no broadband or elderly-share columns, so the doc's penalty for low-broadband/elderly areas cannot be evaluated. Prefer mobile care or CHW outreach unless connectivity is separately confirmed.",False,
Maharastra,Wardha,Verify-first data / records campaign,1,0.5,28.9,Low,Medium,0.815,0.46,0.736,"planning_category=supply_record_quality_problem | needs_human_review_rate=80% | critical_supply_gap_rate=60% | fragility: district uncertainty: medium, small observed sample (5 rows), wide supply CI (23-88%)",Apparent gap may be a data artifact: facilities likely exist but records are broken or unverified. Run a verify-first campaign before committing capital.,False,
Maharastra,Wardha,PM-JAY / insurance enrollment support,2,0.3142,23.6,Low,Medium,0.651,0.46,0.755,"hh_health_insurance_pct=27% | planning_category=supply_record_quality_problem | fragility: district uncertainty: medium, small observed sample (5 rows), wide supply CI (23-88%)","Affordability gap: household insurance coverage is low. Where trustworthy capacity already exists, PM-JAY enrollment unlocks care without building new supply.",False,
Maharastra,Wardha,Community health worker outreach,3,0.0566,14.7,Medium,Medium,0.516,0.46,0.592,"needs_human_review_rate=80% | contact_evidence_rate=80% | source_url_rate=100% | fragility: district uncertainty: medium, small observed sample (5 rows), wide supply CI (23-88%)",Records are weak and supply is uncertain (high review burden / thin contact evidence). Community health workers can both deliver outreach and ground-truth what actually exists.,False,
Maharastra,Wardha,Pharmacy-based chronic care screening,4,-0.0596,7.5,Low-Medium,Medium,0.391,0.46,0.397,"high_bp_pct=16% | high_blood_sugar_pct=10% | ncd_signal_rate=60% | diagnostic_signal_rate=60% | fragility: district uncertainty: medium, small observed sample (5 rows), wide supply CI (23-88%)",Chronic-disease burden (BP / blood sugar) is elevated and the NCD/diagnostic service signal is weak — pharmacy-based screening can find undiagnosed cases close to home.,False,
Maharastra,Wardha,Mobile primary care clinic,5,-0.1746,15.5,High,Medium,0.542,0.46,0.592,"planning_category=supply_record_quality_problem | trustworthy_supply_rate=60% | capacity_observed_rate=40% | observed_capacity_median=68 | fragility: district uncertainty: medium, small observed sample (5 rows), wide supply CI (23-88%)","Genuine unmet need with little trustworthy, observed supply — physical capacity, not just data, appears to be missing.",False,
Maharastra,Wardha,OB referral network + prenatal telehealth & transport,6,-0.2,8.5,Medium-High,Medium,0.413,0.46,0.427,"institutional_birth_5y_pct=99% | anaemia_w15_49_pct=60% | maternity_signal_rate=80% | fragility: district uncertainty: medium, small observed sample (5 rows), wide supply CI (23-88%)","Maternal-care gap: institutional births are low and anaemia burden high, while observed maternity supply signal is thin. The telehealth leg is a PROXY for prenatal monitoring (broadband not in dataset) — pair with transport.",False,
Maharastra,Wardha,Telehealth-first program,7,-0.1152,6.6,Low,Low,0.28,0.61,0.54,"trustworthy_supply_rate=60% | broadband_coverage=NOT IN DATASET (cannot confirm telehealth viability) | elderly_share=NOT IN DATASET (only population_below_age_15_years_pct exists) | fragility: district uncertainty: medium, small observed sample (5 rows), wide supply CI (23-88%)","Telehealth-first is a LOW-confidence default: the dataset has no broadband or elderly-share columns, so the doc's penalty for low-broadband/elderly areas cannot be evaluated. Prefer mobile care or CHW outreach unless connectivity is separately confirmed.",True,"Not recommended: viability signals (broadband, elderly share) are absent from the dataset and local evidence is weak — do not lead with telehealth."
Punjab,Bathinda,PM-JAY / insurance enrollment support,1,0.531,37.0,Low,Medium,0.689,0.25,0.981,hh_health_insurance_pct=20% | planning_category=mixed_or_monitor | fragility: district uncertainty: medium,"Affordability gap: household insurance coverage is low. Where trustworthy capacity already exists, PM-JAY enrollment unlocks care without building new supply.",False,
Punjab,Bathinda,Verify-first data / records campaign,2,0.2203,16.8,Low,Medium,0.502,0.25,0.612,planning_category=mixed_or_monitor | needs_human_review_rate=78% | critical_supply_gap_rate=72% | fragility: district uncertainty: medium,Apparent gap may be a data artifact: facilities likely exist but records are broken or unverified. Run a verify-first campaign before committing capital.,False,
Punjab,Bathinda,Community health worker outreach,3,0.0941,17.0,Medium,Medium,0.476,0.25,0.655,needs_human_review_rate=78% | contact_evidence_rate=100% | source_url_rate=100% | fragility: district uncertainty: medium,Records are weak and supply is uncertain (high review burden / thin contact evidence). Community health workers can both deliver outreach and ground-truth what actually exists.,False,
Punjab,Bathinda,Pharmacy-based chronic care screening,4,0.0845,14.3,Low-Medium,Medium,0.45,0.25,0.582,high_bp_pct=39% | high_blood_sugar_pct=14% | ncd_signal_rate=56% | diagnostic_signal_rate=50% | fragility: district uncertainty: medium,Chronic-disease burden (BP / blood sugar) is elevated and the NCD/diagnostic service signal is weak — pharmacy-based screening can find undiagnosed cases close to home.,False,
Punjab,Bathinda,Mobile primary care clinic,5,0.0802,27.4,High,Medium,0.598,0.25,0.837,planning_category=mixed_or_monitor | trustworthy_supply_rate=53% | capacity_observed_rate=16% | observed_capacity_median=40 | fragility: district uncertainty: medium,"Genuine unmet need with little trustworthy, observed supply — physical capacity, not just data, appears to be missing.",False,
Punjab,Bathinda,OB referral network + prenatal telehealth & transport,6,-0.0883,12.6,Medium-High,Medium,0.426,0.25,0.543,institutional_birth_5y_pct=93% | anaemia_w15_49_pct=60% | maternity_signal_rate=81% | fragility: district uncertainty: medium,"Maternal-care gap: institutional births are low and anaemia burden high, while observed maternity supply signal is thin. The telehealth leg is a PROXY for prenatal monitoring (broadband not in dataset) — pair with transport.",False,
Punjab,Bathinda,Telehealth-first program,7,-0.0028,10.7,Low,Low,0.297,0.4,0.717,trustworthy_supply_rate=53% | broadband_coverage=NOT IN DATASET (cannot confirm telehealth viability) | elderly_share=NOT IN DATASET (only population_below_age_15_years_pct exists) | fragility: district uncertainty: medium,"Telehealth-first is a LOW-confidence default: the dataset has no broadband or elderly-share columns, so the doc's penalty for low-broadband/elderly areas cannot be evaluated. Prefer mobile care or CHW outreach unless connectivity is separately confirmed.",True,"Not recommended: viability signals (broadband, elderly share) are absent from the dataset and local evidence is weak — do not lead with telehealth."
Andhra Pradesh,Y.S.R.,Verify-first data / records campaign,1,0.7402,35.7,Low,Low,0.918,0.66,0.928,"planning_category=supply_record_quality_problem | needs_human_review_rate=100% | critical_supply_gap_rate=86% | fragility: district uncertainty: medium, small observed sample (7 rows), high needs-review rate (100%), high critical-supply-gap rate (86%), wide supply CI (8-64%)",Apparent gap may be a data artifact: facilities likely exist but records are broken or unverified. Run a verify-first campaign before committing capital.,False,
Andhra Pradesh,Y.S.R.,Community health worker outreach,2,0.0543,14.0,Medium,Low,0.525,0.66,0.635,"needs_human_review_rate=100% | contact_evidence_rate=100% | source_url_rate=100% | fragility: district uncertainty: medium, small observed sample (7 rows), high needs-review rate (100%), high critical-supply-gap rate (86%), wide supply CI (8-64%)",Records are weak and supply is uncertain (high review burden / thin contact evidence). Community health workers can both deliver outreach and ground-truth what actually exists.,False,
